Pressure [Pa]	Gas Volume Fraction [-]	Oil Volume Fraction [-]	Water Volume Fraction [-]	Mixture Velocity [m/s]	Gas Velocity [m/s]	Oil Velocity [m/s]	Water Velocity [m/s]
1005106.348	0.498961714	0	0.501038286	0.9181695324	0.002078423034	0.923302438	0.9224423676
1005116.188	0.4989597079	0	0.5010402921	0.918034668	0.001889473593	0.9231677155	0.9223077629
1005126.026	0.4989577023	0	0.5010422977	0.9178995471	0.001700154975	0.9230327368	0.9221729024
1005135.862	0.498955697	0	0.501044303	0.9177641699	0.001510467275	0.9228975021	0.9220377861
1005145.696	0.4989536921	0	0.5010463079	0.9176285365	0.001320410588	0.9227620114	0.921902414
1005155.528	0.4989516876	0	0.5010483124	0.9174926469	0.001129985011	0.9226262648	0.9217667863
1005165.359	0.4989496834	0	0.5010503166	0.9173565011	0.0009391906401	0.9224902623	0.921630903
1005175.188	0.4989476797	0	0.5010523203	0.9172200993	0.0007480275715	0.9223540041	0.9214947641
1005185.015	0.4989456763	0	0.5010543237	0.9170834415	0.0005564959027	0.9222174901	0.9213583698
1005194.84	0.4989436733	0	0.5010563267	0.9169465277	0.0003645957337	0.9220807205	0.9212217201
1005204.664	0.4989416708	0	0.5010583292	0.9168093582	0.0001723271773	0.9219436954	0.921084815
1005214.485	0.4989396686	0	0.5010603314	0.916671933	-2.030957122e-005	0.9218064149	0.9209476549
1005224.305	0.498937667	0	0.501062333	0.9165342526	-0.0002133140389	0.9216688795	0.9208102401
1005234.123	0.4989356657	0	0.5010643343	0.9163963164	-0.0004066866012	0.9215310885	0.92067257
1005243.939	0.4989336647	0	0.5010663353	0.9162581245	-0.0006004271716	0.9213930422	0.9205346447
1005253.753	0.4989316641	0	0.5010683359	0.9161196771	-0.0007945356547	0.9212547407	0.9203964645
1005263.566	0.4989296639	0	0.5010703361	0.9159809743	-0.0009890119523	0.921116184	0.9202580294
1005273.377	0.498927664	0	0.501072336	0.9158420161	-0.001183855965	0.9209773722	0.9201193394
1005283.185	0.4989256646	0	0.5010743354	0.9157028026	-0.001379067594	0.9208383054	0.9199803946
1005292.992	0.4989236655	0	0.5010763345	0.9155633339	-0.001574646739	0.9206989836	0.9198411951
1005302.798	0.4989216669	0	0.5010783331	0.91542361	-0.001770593299	0.9205594069	0.919701741
1005312.601	0.4989196687	0	0.5010803313	0.9152836311	-0.001966907175	0.9204195755	0.9195620323
1005322.402	0.4989176708	0	0.5010823292	0.9151433971	-0.002163588266	0.9202794892	0.9194220692
1005332.202	0.4989156734	0	0.5010843266	0.9150029081	-0.002360636469	0.9201391484	0.9192818516
1005341.999	0.4989136763	0	0.5010863237	0.9148621643	-0.002558051685	0.9199985529	0.9191413796
1005351.795	0.4989116797	0	0.5010883203	0.9147211657	-0.002755833812	0.9198577029	0.9190006534
1005361.589	0.4989096834	0	0.5010903166	0.9145799123	-0.002953982748	0.9197165984	0.9188596729
1005371.381	0.4989076876	0	0.5010923124	0.9144384043	-0.00315249839	0.9195752396	0.9187184383
1005381.172	0.4989056922	0	0.5010943078	0.9142966417	-0.003351380637	0.9194336265	0.9185769496
1005390.96	0.4989036971	0	0.5010963029	0.9141546246	-0.003550629385	0.9192917591	0.918435207
1005400.746	0.4989017025	0	0.5010982975	0.914012353	-0.003750244532	0.9191496375	0.9182932104
1005410.531	0.4988997083	0	0.5011002917	0.9138698271	-0.003950225974	0.9190072619	0.91815096
1005420.313	0.4988977145	0	0.5011022855	0.9137270468	-0.004150573609	0.9188646322	0.9180084557
1005430.094	0.498895721	0	0.501104279	0.9135840123	-0.004351287332	0.9187217486	0.9178656978
1005439.873	0.498893728	0	0.501106272	0.9134407237	-0.004552367039	0.9185786111	0.9177226862
1005449.65	0.4988917354	0	0.5011082646	0.913297181	-0.004753812626	0.9184352197	0.9175794211
1005459.425	0.4988897433	0	0.5011102567	0.9131533842	-0.004955623988	0.9182915747	0.9174359025
1005469.198	0.4988877515	0	0.5011122485	0.9130093336	-0.005157801021	0.918147676	0.9172921305
1005478.969	0.4988857601	0	0.5011142399	0.912865029	-0.00536034362	0.9180035237	0.9171481051
1005488.739	0.4988837692	0	0.5011162308	0.9127204707	-0.005563251679	0.9178591179	0.9170038265
1005498.506	0.4988817786	0	0.5011182214	0.9125756587	-0.005766525092	0.9177144587	0.9168592946
1005508.272	0.4988797885	0	0.5011202115	0.912430593	-0.005970163754	0.9175695461	0.9167145097
1005518.035	0.4988777988	0	0.5011222012	0.9122852737	-0.006174167558	0.9174243802	0.9165694717
1005527.797	0.4988758095	0	0.5011241905	0.912139701	-0.006378536398	0.9172789611	0.9164241807
1005537.556	0.4988738206	0	0.5011261794	0.9119938749	-0.006583270168	0.9171332889	0.9162786368
1005547.314	0.4988718321	0	0.5011281679	0.9118477954	-0.006788368759	0.9169873636	0.9161328401
1005557.07	0.498869844	0	0.501130156	0.9117014626	-0.006993832066	0.9168411853	0.9159867907
1005566.824	0.4988678564	0	0.5011321436	0.9115548767	-0.00719965998	0.9166947541	0.9158404886
1005576.575	0.4988658692	0	0.5011341308	0.9114080376	-0.007405852394	0.9165480701	0.9156939338
1005586.325	0.4988638824	0	0.5011361176	0.9112609455	-0.007612409199	0.9164011333	0.9155471266
1005596.073	0.498861896	0	0.501138104	0.9111136004	-0.007819330287	0.9162539438	0.9154000669
1005605.819	0.49885991	0	0.50114009	0.9109660025	-0.008026615551	0.9161065017	0.9152527549
1005615.563	0.4988579245	0	0.5011420755	0.9108181517	-0.00823426488	0.9159588071	0.9151051906
1005625.305	0.4988559393	0	0.5011440607	0.9106700482	-0.008442278165	0.91581086	0.914957374
1005635.045	0.4988539546	0	0.5011460454	0.910521692	-0.008650655298	0.9156626605	0.9148093053
1005644.784	0.4988519704	0	0.5011480296	0.9103730833	-0.008859396168	0.9155142087	0.9146609845
1005654.52	0.4988499865	0	0.5011500135	0.9102242221	-0.009068500666	0.9153655047	0.9145124118
1005664.254	0.4988480031	0	0.5011519969	0.9100751084	-0.009277968681	0.9152165486	0.9143635871
1005673.986	0.4988460201	0	0.5011539799	0.9099257424	-0.009487800104	0.9150673403	0.9142145107
1005683.716	0.4988440375	0	0.5011559625	0.9097761241	-0.009697994822	0.9149178801	0.9140651824
1005693.444	0.4988420553	0	0.5011579447	0.9096262536	-0.009908552725	0.914768168	0.9139156025
1005703.171	0.4988400736	0	0.5011599264	0.909476131	-0.0101194737	0.914618204	0.913765771
1005712.895	0.4988380923	0	0.5011619077	0.9093257563	-0.01033075764	0.9144679883	0.9136156879
1005722.617	0.4988361114	0	0.5011638886	0.9091751297	-0.01054240443	0.9143175208	0.9134653534
1005732.337	0.498834131	0	0.501165869	0.9090242512	-0.01075441396	0.9141668018	0.9133147676
1005742.055	0.498832151	0	0.501167849	0.9088731209	-0.01096678611	0.9140158312	0.9131639305
1005751.772	0.4988301714	0	0.5011698286	0.9087217389	-0.01117952078	0.9138646092	0.9130128421
1005761.486	0.4988281922	0	0.5011718078	0.9085701053	-0.01139261785	0.9137131358	0.9128615026
1005771.198	0.4988262135	0	0.5011737865	0.90841822	-0.01160607721	0.9135614112	0.9127099121
1005780.908	0.4988242352	0	0.5011757648	0.9082660833	-0.01181989874	0.9134094353	0.9125580706
1005790.616	0.4988222573	0	0.5011777427	0.9081136952	-0.01203408233	0.9132572083	0.9124059782
1005800.322	0.4988202799	0	0.5011797201	0.9079610558	-0.01224862786	0.9131047302	0.9122536351
1005810.026	0.4988183029	0	0.5011816971	0.9078081651	-0.01246353523	0.9129520012	0.9121010411
1005819.728	0.4988163264	0	0.5011836736	0.9076550232	-0.01267880432	0.9127990213	0.9119481965
1005829.428	0.4988143503	0	0.5011856497	0.9075016303	-0.012894435	0.9126457905	0.9117951014
1005839.126	0.4988123746	0	0.5011876254	0.9073479863	-0.01311042718	0.9124923091	0.9116417558
1005848.822	0.4988103993	0	0.5011896007	0.9071940914	-0.01332678073	0.912338577	0.9114881597
1005858.515	0.4988084245	0	0.5011915755	0.9070399457	-0.01354349553	0.9121845943	0.9113343133
1005868.207	0.4988064502	0	0.5011935498	0.9068855492	-0.01376057148	0.9120303611	0.9111802167
1005877.897	0.4988044762	0	0.5011955238	0.9067309021	-0.01397800845	0.9118758775	0.9110258699
1005887.584	0.4988025027	0	0.5011974973	0.9065760043	-0.01419580633	0.9117211436	0.910871273
1005897.27	0.4988005297	0	0.5011994703	0.906420856	-0.014413965	0.9115661595	0.9107164261
1005906.953	0.4987985571	0	0.5012014429	0.9062654573	-0.01463248435	0.9114109251	0.9105613293
1005916.635	0.4987965849	0	0.5012034151	0.9061098082	-0.01485136425	0.9112554408	0.9104059827
1005926.314	0.4987946132	0	0.5012053868	0.9059539089	-0.0150706046	0.9110997064	0.9102503862
1005935.991	0.4987926419	0	0.5012073581	0.9057977593	-0.01529020527	0.910943722	0.9100945401
1005945.666	0.4987906711	0	0.5012093289	0.9056413597	-0.01551016614	0.9107874879	0.9099384445
1005955.339	0.4987887007	0	0.5012112993	0.90548471	-0.0157304871	0.910631004	0.9097820993
1005965.01	0.4987867307	0	0.5012132693	0.9053278104	-0.01595116802	0.9104742704	0.9096255046
1005974.679	0.4987847612	0	0.5012152388	0.9051706609	-0.0161722088	0.9103172873	0.9094686607
1005984.346	0.4987827922	0	0.5012172078	0.9050132617	-0.0163936093	0.9101600546	0.9093115674
1005994.011	0.4987808236	0	0.5012191764	0.9048556128	-0.01661536942	0.9100025726	0.909154225
1006003.673	0.4987788554	0	0.5012211446	0.9046977142	-0.01683748903	0.9098448412	0.9089966335
1006013.334	0.4987768877	0	0.5012231123	0.9045395661	-0.01705996801	0.9096868605	0.908838793
1006022.992	0.4987749204	0	0.5012250796	0.9043811686	-0.01728280624	0.9095286307	0.9086807035
1006032.648	0.4987729536	0	0.5012270464	0.9042225218	-0.0175060036	0.9093701518	0.9085223652
1006042.303	0.4987709873	0	0.5012290127	0.9040636256	-0.01772955997	0.9092114239	0.9083637782
1006051.955	0.4987690214	0	0.5012309786	0.9039044803	-0.01795347522	0.9090524471	0.9082049424
1006061.605	0.4987670559	0	0.5012329441	0.9037450859	-0.01817774925	0.9088932214	0.9080458581
1006071.252	0.4987650909	0	0.5012349091	0.9035854424	-0.01840238192	0.908733747	0.9078865253
1006080.898	0.4987631263	0	0.5012368737	0.9034255501	-0.01862737311	0.908574024	0.907726944
1006090.541	0.4987611622	0	0.5012388378	0.9032654089	-0.0188527227	0.9084140524	0.9075671145
1006100.183	0.4987591986	0	0.5012408014	0.9031050189	-0.01907843055	0.9082538324	0.9074070367
1006109.822	0.4987572355	0	0.5012427645	0.9029443805	-0.01930449653	0.908093364	0.9072467109
1006119.459	0.4987552729	0	0.5012447271	0.9027834934	-0.0195309206	0.9079326474	0.907086137
1006129.094	0.4987533107	0	0.5012466893	0.9026223578	-0.01975770259	0.9077716825	0.9069253151
1006138.727	0.498751349	0	0.501248651	0.9024609737	-0.01998484236	0.9076104693	0.9067642451
1006148.358	0.4987493876	0	0.5012506124	0.9022993412	-0.0202123398	0.9074490081	0.9066029274
1006157.986	0.4987474267	0	0.5012525733	0.9021374605	-0.02044019478	0.9072872989	0.9064413619
1006167.612	0.4987454663	0	0.5012545337	0.9019753316	-0.02066840717	0.9071253418	0.9062795487
1006177.236	0.4987435063	0	0.5012564937	0.9018129547	-0.02089697686	0.9069631369	0.906117488
1006186.858	0.4987415468	0	0.5012584532	0.9016503298	-0.02112590371	0.9068006843	0.9059551798
1006196.478	0.4987395878	0	0.5012604122	0.901487457	-0.02135518761	0.9066379841	0.9057926242
1006206.096	0.4987376292	0	0.5012623708	0.9013243363	-0.02158482843	0.9064750363	0.9056298213
1006215.711	0.4987356711	0	0.5012643289	0.901160968	-0.02181482603	0.9063118411	0.9054667712
1006225.325	0.4987337134	0	0.5012662866	0.900997352	-0.02204518031	0.9061483985	0.905303474
1006234.936	0.4987317562	0	0.5012682438	0.9008334885	-0.02227589113	0.9059847087	0.9051399298
1006244.545	0.4987297995	0	0.5012702005	0.9006693775	-0.02250695836	0.9058207717	0.9049761386
1006254.152	0.4987278432	0	0.5012721568	0.9005050192	-0.02273838188	0.9056565875	0.9048121005
1006263.756	0.4987258874	0	0.5012741126	0.9003404136	-0.02297016156	0.9054921564	0.9046478157
1006273.359	0.4987239321	0	0.5012760679	0.9001755608	-0.02320229727	0.9053274784	0.9044832842
1006282.959	0.4987219772	0	0.5012780228	0.9000104609	-0.0234347889	0.9051625535	0.9043185061
1006292.557	0.4987200229	0	0.5012799771	0.899845114	-0.0236676363	0.9049973819	0.9041534816
1006302.152	0.4987180689	0	0.5012819311	0.8996795202	-0.02390083935	0.9048319636	0.9039882105
1006311.746	0.4987161155	0	0.5012838845	0.8995136795	-0.02413439793	0.9046662988	0.9038226932
1006321.337	0.4987141625	0	0.5012858375	0.8993475921	-0.0243683119	0.9045003875	0.9036569296
1006330.926	0.49871221	0	0.50128779	0.8991812581	-0.02460258114	0.9043342299	0.9034909199
1006340.513	0.4987102579	0	0.5012897421	0.8990146774	-0.02483720551	0.9041678259	0.9033246642
1006350.098	0.4987083064	0	0.5012916936	0.8988478504	-0.0250721849	0.9040011757	0.9031581624
1006359.681	0.4987063553	0	0.5012936447	0.8986807769	-0.02530751916	0.9038342795	0.9029914148
1006369.261	0.4987044046	0	0.5012955954	0.8985134572	-0.02554320817	0.9036671372	0.9028244214
1006378.839	0.4987024545	0	0.5012975455	0.8983458912	-0.0257792518	0.9034997489	0.9026571824
1006388.415	0.4987005048	0	0.5012994952	0.8981780791	-0.02601564992	0.9033321149	0.9024896977
1006397.988	0.4986985556	0	0.5013014444	0.8980100211	-0.0262524024	0.9031642351	0.9023219675
1006407.559	0.4986966069	0	0.5013033931	0.8978417171	-0.0264895091	0.9029961096	0.9021539919
1006417.128	0.4986946587	0	0.5013053413	0.8976731672	-0.0267269699	0.9028277386	0.9019857709
1006426.695	0.4986927109	0	0.5013072891	0.8975043717	-0.02696478466	0.9026591221	0.9018173048
1006436.26	0.4986907636	0	0.5013092364	0.8973353305	-0.02720295326	0.9024902602	0.9016485934
1006445.822	0.4986888168	0	0.5013111832	0.8971660437	-0.02744147555	0.902321153	0.9014796371
1006455.382	0.4986868704	0	0.5013131296	0.8969965115	-0.02768035142	0.9021518007	0.9013104357
1006464.94	0.4986849246	0	0.5013150754	0.8968267338	-0.02791958072	0.9019822032	0.9011409895
1006474.496	0.4986829792	0	0.5013170208	0.896656711	-0.02815916332	0.9018123608	0.9009712985
1006484.049	0.4986810343	0	0.5013189657	0.8964864429	-0.02839909909	0.9016422734	0.9008013629
1006493.6	0.4986790899	0	0.5013209101	0.8963159297	-0.02863938789	0.9014719412	0.9006311827
1006503.149	0.498677146	0	0.501322854	0.8961451716	-0.0288800296	0.9013013642	0.9004607579
1006512.695	0.4986752025	0	0.5013247975	0.8959741685	-0.02912102408	0.9011305427	0.9002900888
1006522.239	0.4986732596	0	0.5013267404	0.8958029207	-0.02936237119	0.9009594766	0.9001191753
1006531.781	0.4986713171	0	0.5013286829	0.8956314281	-0.02960407081	0.900788166	0.8999480177
1006541.321	0.4986693751	0	0.5013306249	0.8954596909	-0.02984612279	0.9006166111	0.8997766159
1006550.858	0.4986674336	0	0.5013325664	0.8952877092	-0.030088527	0.9004448119	0.8996049701
1006560.393	0.4986654926	0	0.5013345074	0.895115483	-0.0303312833	0.9002727686	0.8994330804
1006569.926	0.498663552	0	0.501336448	0.8949430125	-0.03057439156	0.9001004811	0.8992609468
1006579.456	0.498661612	0	0.501338388	0.8947702977	-0.03081785165	0.8999279497	0.8990885695
1006588.985	0.4986596724	0	0.5013403276	0.8945973388	-0.03106166342	0.8997551745	0.8989159485
1006598.51	0.4986577333	0	0.5013422667	0.8944241358	-0.03130582675	0.8995821554	0.898743084
1006608.034	0.4986557948	0	0.5013442052	0.8942506889	-0.03155034149	0.8994088926	0.898569976
1006617.555	0.4986538567	0	0.5013461433	0.8940769982	-0.0317952075	0.8992353863	0.8983966246
1006627.074	0.498651919	0	0.501348081	0.8939030636	-0.03204042465	0.8990616364	0.89822303
1006636.591	0.4986499819	0	0.5013500181	0.8937288854	-0.03228599281	0.8988876432	0.8980491922
1006646.105	0.4986480453	0	0.5013519547	0.8935544636	-0.03253191183	0.8987134066	0.8978751114
1006655.617	0.4986461092	0	0.5013538908	0.8933797983	-0.03277818158	0.8985389268	0.8977007876
1006665.127	0.4986441735	0	0.5013558265	0.8932048897	-0.03302480191	0.898364204	0.8975262209
1006674.634	0.4986422384	0	0.5013577616	0.8930297378	-0.0332717727	0.8981892381	0.8973514114
1006684.139	0.4986403037	0	0.5013596963	0.8928543427	-0.03351909379	0.8980140292	0.8971763592
1006693.642	0.4986383695	0	0.5013616305	0.8926787045	-0.03376676505	0.8978385776	0.8970010644
1006703.142	0.4986364359	0	0.5013635641	0.8925028233	-0.03401478633	0.8976628833	0.8968255272
1006712.64	0.4986345027	0	0.5013654973	0.8923266993	-0.03426315748	0.8974869463	0.8966497476
1006722.136	0.4986325702	0	0.5013674298	0.8921503326	-0.03451187839	0.897310767	0.8964737258
1006731.629	0.4986306381	0	0.5013693619	0.8919737232	-0.03476094893	0.8971343452	0.8962974618
1006741.12	0.4986287065	0	0.5013712935	0.8917968711	-0.03501036895	0.896957681	0.8961209557
1006750.609	0.4986267753	0	0.5013732247	0.8916197765	-0.0352601383	0.8967807745	0.8959442075
1006760.095	0.4986248447	0	0.5013751553	0.8914424394	-0.03551025683	0.8966036259	0.8957672174
1006769.579	0.4986229145	0	0.5013770855	0.8912648601	-0.03576072442	0.8964262352	0.8955899854
1006779.061	0.4986209848	0	0.5013790152	0.8910870385	-0.0360115409	0.8962486025	0.8954125117
1006788.54	0.4986190556	0	0.5013809444	0.8909089748	-0.03626270615	0.8960707281	0.8952347965
1006798.017	0.4986171269	0	0.5013828731	0.8907306691	-0.03651422002	0.8958926118	0.8950568397
1006807.491	0.4986151987	0	0.5013848013	0.8905521215	-0.03676608236	0.895714254	0.8948786415
1006816.963	0.498613271	0	0.501386729	0.8903733321	-0.03701829304	0.8955356546	0.894700202
1006826.433	0.4986113438	0	0.5013886562	0.890194301	-0.03727085191	0.8953568137	0.8945215213
1006835.9	0.4986094172	0	0.5013905828	0.8900150283	-0.03752375883	0.8951777316	0.8943425995
1006845.365	0.498607491	0	0.501392509	0.8898355141	-0.03777701365	0.8949984081	0.8941634366
1006854.828	0.4986055653	0	0.5013944347	0.8896557584	-0.03803061622	0.8948188436	0.8939840329
1006864.288	0.4986036401	0	0.5013963599	0.8894757615	-0.03828456642	0.894639038	0.8938043884
1006873.746	0.4986017155	0	0.5013982845	0.8892955234	-0.03853886408	0.8944589914	0.8936245031
1006883.201	0.4985997913	0	0.5014002087	0.8891150442	-0.03879350906	0.8942787041	0.8934443773
1006892.654	0.4985978677	0	0.5014021323	0.888934324	-0.03904850122	0.894098176	0.8932640109
1006902.105	0.4985959446	0	0.5014040554	0.8887533629	-0.03930384042	0.8939174073	0.8930834042
1006911.553	0.4985940219	0	0.5014059781	0.888572161	-0.03955952651	0.893736398	0.8929025572
1006920.999	0.4985920998	0	0.5014079002	0.8883907184	-0.03981555934	0.8935551483	0.8927214699
1006930.443	0.4985901782	0	0.5014098218	0.8882090352	-0.04007193877	0.8933736583	0.8925401426
1006939.884	0.4985882571	0	0.5014117429	0.8880271116	-0.04032866464	0.8931919281	0.8923585752
1006949.322	0.4985863365	0	0.5014136635	0.8878449475	-0.04058573682	0.8930099577	0.892176768
1006958.758	0.4985844164	0	0.5014155836	0.8876625432	-0.04084315515	0.8928277473	0.891994721
1006968.192	0.4985824968	0	0.5014175032	0.8874798986	-0.04110091949	0.892645297	0.8918124343
1006977.624	0.4985805778	0	0.5014194222	0.887297014	-0.04135902969	0.8924626068	0.891629908
1006987.052	0.4985786592	0	0.5014213408	0.8871138895	-0.0416174856	0.892279677	0.8914471422
1006996.479	0.4985767412	0	0.5014232588	0.886930525	-0.04187628707	0.8920965076	0.891264137
1007005.903	0.4985748237	0	0.5014251763	0.8867469208	-0.04213543396	0.8919130986	0.8910808926
1007015.325	0.4985729066	0	0.5014270934	0.8865630769	-0.04239492611	0.8917294503	0.890897409
1007024.744	0.4985709901	0	0.5014290099	0.8863789935	-0.04265476337	0.8915455626	0.8907136864
1007034.161	0.4985690742	0	0.5014309258	0.8861946706	-0.0429149456	0.8913614358	0.8905297248
1007043.575	0.4985671587	0	0.5014328413	0.8860101084	-0.04317547264	0.8911770699	0.8903455243
1007052.987	0.4985652437	0	0.5014347563	0.885825307	-0.04343634435	0.890992465	0.8901610851
1007062.397	0.4985633293	0	0.5014366707	0.8856402664	-0.04369756058	0.8908076213	0.8899764072
1007071.804	0.4985614154	0	0.5014385846	0.8854549868	-0.04395912116	0.8906225388	0.8897914908
1007081.208	0.498559502	0	0.501440498	0.8852694683	-0.04422102594	0.8904372176	0.8896063361
1007090.61	0.4985575892	0	0.5014424108	0.885083711	-0.04448327477	0.890251658	0.889420943
1007100.01	0.4985556769	0	0.5014443231	0.8848977151	-0.04474586753	0.8900658599	0.8892353117
1007109.407	0.4985537652	0	0.5014462348	0.8847114805	-0.04500880406	0.8898798234	0.8890494423
1007118.802	0.4985518539	0	0.5014481461	0.8845250074	-0.0452720842	0.8896935487	0.8888633349
1007128.194	0.4985499431	0	0.5014500569	0.8843382958	-0.04553570779	0.8895070358	0.8886769895
1007137.584	0.4985480329	0	0.5014519671	0.884151346	-0.04579967467	0.8893202849	0.8884904063
1007146.971	0.4985461232	0	0.5014538768	0.883964158	-0.04606398471	0.8891332961	0.8883035855
1007156.356	0.498544214	0	0.501455786	0.8837767319	-0.04632863773	0.8889460694	0.888116527
1007165.738	0.4985423053	0	0.5014576947	0.8835890678	-0.0465936336	0.8887586051	0.8879292311
1007175.118	0.4985403971	0	0.5014596029	0.8834011659	-0.04685897215	0.8885709031	0.8877416978
1007184.496	0.4985384895	0	0.5014615105	0.8832130262	-0.04712465324	0.8883829637	0.8875539272
1007193.871	0.4985365824	0	0.5014634176	0.8830246489	-0.04739067671	0.8881947868	0.8873659194
1007203.243	0.4985346758	0	0.5014653242	0.8828360341	-0.0476570424	0.8880063727	0.8871776747
1007212.613	0.4985327697	0	0.5014672303	0.8826471818	-0.04792375016	0.8878177214	0.8869891929
1007221.981	0.4985308642	0	0.5014691358	0.8824580921	-0.04819079983	0.887628833	0.8868004743
1007231.346	0.4985289591	0	0.5014710409	0.8822687653	-0.04845819125	0.8874397077	0.886611519
1007240.708	0.4985270546	0	0.5014729454	0.8820792014	-0.04872592428	0.8872503455	0.8864223271
1007250.068	0.4985251507	0	0.5014748493	0.8818894005	-0.04899399874	0.8870607467	0.8862328987
1007259.426	0.4985232472	0	0.5014767528	0.8816993627	-0.04926241449	0.8868709112	0.8860432339
1007268.781	0.4985213443	0	0.5014786557	0.8815090881	-0.04953117136	0.8866808392	0.8858533329
1007278.133	0.498519442	0	0.501480558	0.881318577	-0.04980026919	0.8864905308	0.8856631957
1007287.483	0.4985175402	0	0.5014824598	0.8811278293	-0.05006970784	0.8862999862	0.8854728225
1007296.83	0.498515639	0	0.501484361	0.8809368452	-0.05033948715	0.8861092054	0.8852822133
1007306.175	0.4985137383	0	0.5014862617	0.8807456248	-0.05060960697	0.8859181886	0.8850913683
1007315.518	0.4985118381	0	0.5014881619	0.8805541681	-0.05088006713	0.8857269358	0.8849002875
1007324.858	0.4985099384	0	0.5014900616	0.8803624753	-0.05115086747	0.8855354471	0.8847089711
1007334.195	0.4985080393	0	0.5014919607	0.8801705465	-0.05142200784	0.8853437226	0.8845174192
1007343.53	0.4985061407	0	0.5014938593	0.8799783818	-0.05169348806	0.8851517625	0.8843256319
1007352.862	0.4985042427	0	0.5014957573	0.8797859814	-0.05196530799	0.884959567	0.8841336093
1007362.192	0.4985023451	0	0.5014976549	0.8795933452	-0.05223746747	0.8847671359	0.8839413515
1007371.519	0.4985004481	0	0.5014995519	0.8794004735	-0.05250996634	0.8845744696	0.8837488586
1007380.844	0.4984985516	0	0.5015014484	0.8792073664	-0.05278280444	0.8843815681	0.8835561307
1007390.166	0.4984966557	0	0.5015033443	0.8790140239	-0.05305598159	0.8841884315	0.883363168
1007399.486	0.4984947603	0	0.5015052397	0.8788204461	-0.05332949765	0.8839950599	0.8831699705
1007408.803	0.4984928654	0	0.5015071346	0.8786266333	-0.05360335245	0.8838014535	0.8829765384
1007418.117	0.498490971	0	0.501509029	0.8784325854	-0.05387754583	0.8836076123	0.8827828718
1007427.429	0.4984890772	0	0.5015109228	0.8782383027	-0.05415207762	0.8834135365	0.8825889708
1007436.739	0.4984871839	0	0.5015128161	0.8780437852	-0.05442694767	0.8832192262	0.8823948355
1007446.046	0.4984852912	0	0.5015147088	0.8778490331	-0.05470215581	0.8830246815	0.882200466
1007455.35	0.498483399	0	0.501516601	0.8776540464	-0.05497770188	0.8828299025	0.8820058625
1007464.652	0.4984815073	0	0.5015184927	0.8774588253	-0.05525358572	0.8826348894	0.8818110251
1007473.951	0.4984796162	0	0.5015203838	0.8772633699	-0.05552980716	0.8824396422	0.8816159538
1007483.247	0.4984777256	0	0.5015222744	0.8770676803	-0.05580636604	0.882244161	0.8814206488
1007492.542	0.4984758356	0	0.5015241644	0.8768717566	-0.05608326219	0.8820484461	0.8812251102
1007501.833	0.4984739461	0	0.5015260539	0.876675599	-0.05636049545	0.8818524974	0.8810293381
1007511.122	0.4984720571	0	0.5015279429	0.8764792075	-0.05663806566	0.8816563151	0.8808333326
1007520.408	0.4984701687	0	0.5015298313	0.8762825822	-0.05691597265	0.8814598993	0.8806370939
1007529.692	0.4984682808	0	0.5015317192	0.8760857234	-0.05719421626	0.8812632502	0.880440622
1007538.973	0.4984663935	0	0.5015336065	0.875888631	-0.05747279631	0.8810663678	0.8802439171
1007548.252	0.4984645067	0	0.5015354933	0.8756913052	-0.05775171265	0.8808692523	0.8800469793
1007557.528	0.4984626204	0	0.5015373796	0.8754937462	-0.05803096511	0.8806719038	0.8798498087
1007566.801	0.4984607347	0	0.5015392653	0.875295954	-0.05831055352	0.8804743223	0.8796524054
1007576.072	0.4984588496	0	0.5015411504	0.8750979287	-0.05859047771	0.8802765081	0.8794547696
1007585.34	0.498456965	0	0.501543035	0.8748996705	-0.05887073753	0.8800784612	0.8792569013
1007594.606	0.4984550809	0	0.5015449191	0.8747011796	-0.05915133279	0.8798801817	0.8790588006
1007603.869	0.4984531974	0	0.5015468026	0.8745024559	-0.05943226333	0.8796816698	0.8788604678
1007613.129	0.4984513144	0	0.5015486856	0.8743034996	-0.05971352899	0.8794829256	0.8786619028
1007622.387	0.498449432	0	0.501550568	0.8741043109	-0.0599951296	0.8792839491	0.8784631059
1007631.642	0.4984475501	0	0.5015524499	0.8739048899	-0.06027706499	0.8790847406	0.8782640771
1007640.895	0.4984456688	0	0.5015543312	0.8737052366	-0.06055933498	0.8788853001	0.8780648166
1007650.145	0.498443788	0	0.501556212	0.8735053513	-0.06084193941	0.8786856278	0.8778653245
1007659.392	0.4984419078	0	0.5015580922	0.8733052339	-0.06112487812	0.8784857237	0.8776656008
1007668.637	0.4984400281	0	0.5015599719	0.8731048847	-0.06140815092	0.8782855881	0.8774656458
1007677.879	0.498438149	0	0.501561851	0.8729043037	-0.06169175765	0.8780852209	0.8772654594
1007687.119	0.4984362704	0	0.5015637296	0.8727034911	-0.06197569815	0.8778846224	0.877065042
1007696.356	0.4984343924	0	0.5015656076	0.872502447	-0.06225997223	0.8776837926	0.8768643935
1007705.59	0.4984325149	0	0.5015674851	0.8723011715	-0.06254457974	0.8774827316	0.876663514
1007714.822	0.498430638	0	0.501569362	0.8720996648	-0.06282952049	0.8772814397	0.8764624038
1007724.051	0.4984287617	0	0.5015712383	0.8718979269	-0.06311479431	0.8770799168	0.8762610629
